id,state,name,rate
1001,Alabama,Autauga County,22.01980295
1003,Alabama,Baldwin County,23.2503261
1005,Alabama,Barbour County,22.98315735
1007,Alabama,Bibb County,22.45224049
1009,Alabama,Blount County,22.98315735
1011,Alabama,Bullock County,23.2503261
1013,Alabama,Butler County,25.08606498
1015,Alabama,Calhoun County,22.18849238
1017,Alabama,Chambers County,22.57994406
1019,Alabama,Cherokee County,21.78869972
1021,Alabama,Chilton County,22.28583149
1023,Alabama,Choctaw County,23.38787034
1025,Alabama,Clarke County,22.83535121
1027,Alabama,Clay County,23.2503261
1029,Alabama,Cleburne County,22.98315735
1031,Alabama,Coffee County,21.82716911
1033,Alabama,Colbert County,23.38787034
1035,Alabama,Conecuh County,24.33040319
1037,Alabama,Coosa County,22.28583149
1039,Alabama,Covington County,21.02908351
1041,Alabama,Crenshaw County,22.01980295
1043,Alabama,Cullman County,23.11920189
1045,Alabama,Dale County,22.71712882
1047,Alabama,Dallas County,23.2503261
1049,Alabama,DeKalb County,24.60135206
1051,Alabama,Elmore County,22.28583149
1053,Alabama,Escambia County,23.2503261
1055,Alabama,Etowah County,22.18849238
1057,Alabama,Fayette County,27.11041065
1059,Alabama,Franklin County,26.82727895
1061,Alabama,Geneva County,22.71712882
1063,Alabama,Greene County,28.37135998
1065,Alabama,Hale County,22.98315735
1067,Alabama,Henry County,22.71712882
1069,Alabama,Houston County,22.42757708
1071,Alabama,Jackson County,23.12184181
1073,Alabama,Jefferson County,27.39468255
1075,Alabama,Lamar County,22.42757708
1077,Alabama,Lauderdale County,23.38787034
1079,Alabama,Lawrence County,26.53538507
1081,Alabama,Lee County,22.45224049
1083,Alabama,Limestone County,23.25446571
1085,Alabama,Lowndes County,21.22598043
1087,Alabama,Macon County,23.51257451
1089,Alabama,Madison County,23.25446571
1091,Alabama,Marengo County,23.38787034
1093,Alabama,Marion County,22.70764764
1095,Alabama,Marshall County,22.59320537
1097,Alabama,Mobile County,23.2503261
1099,Alabama,Monroe County,26.2644362
1101,Alabama,Montgomery County,25.56896953
1103,Alabama,Morgan County,22.72318936
1105,Alabama,Perry County,26.54528747
1107,Alabama,Pickens County,22.71712882
1109,Alabama,Pike County,25.84796161
1111,Alabama,Randolph County,22.71712882
1113,Alabama,Russell County,22.45224049
1115,Alabama,St. Clair County,24.60327299
